Stream,Physics,Chemistry,Biology,English,ComputerScience,Mathematics,Accountancy,BusinessStudies,Economics,History,Geography,PoliticalScience,Sociology,Interest_Tech,Interest_Entrepreneurship,Interest_Leadership,Interest_Innovation,Interest_CriticalThinking,Interest_Research,Interest_ComputerSkill,Interest_HardwareSkill,Interest_Food,Interest_Creativity,PositiveThinking,Participated_Hackathon,Participated_Olympiad,Participated_Kabaddi,Participated_KhoKho,Participated_Cricket,CareerOption
Arts,,,,63,,,,,,51,83,79,68,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,Doctor
Science_PCM,58,96,,90,70,51,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Engineer
Commerce,,,,87,,85,67,67,56,,,,,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,Teacher
Science_PCB,93,70,68,82,91,,,,,,,,,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,Engineer
Commerce,,,,100,,71,82,67,60,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Teacher
Science_PCM,72,80,,99,57,80,,,,,,,,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,Athlete
Science_PCM,55,84,,97,82,81,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,Teacher
Arts,,,,61,,,,,,83,85,55,73,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,Chartered Accountant
Commerce,,,,86,,90,74,62,86,,,,,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,Politician
Science_PCB,65,80,59,97,53,,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,Artist
Arts,,,,63,,,,,,52,94,97,52,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Artist
Commerce,,,,51,,76,70,78,97,,,,,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,Politician
Commerce,,,,56,,73,97,67,67,,,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,Engineer
Commerce,,,,90,,51,85,62,60,,,,,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,Artist
Science_PCB,61,92,79,69,90,,,,,,,,,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,Scientist
Science_PCB,52,91,93,88,60,,,,,,,,,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,Athlete
Commerce,,,,84,,76,53,75,97,,,,,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,Scientist
Science_PCB,91,69,69,53,97,,,,,,,,,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,Artist
Science_PCB,80,77,54,85,66,,,,,,,,,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Engineer
Commerce,,,,81,,84,60,92,93,,,,,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,Entrepreneur
Science_PCM,53,76,,69,61,84,,,,,,,,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,Teacher
Arts,,,,52,,,,,,52,80,90,60,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,Engineer
Science_PCM,53,58,,91,89,94,,,,,,,,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,Artist
Science_PCB,76,66,74,78,83,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,Software Developer
Commerce,,,,80,,65,67,76,85,,,,,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,Doctor
Science_PCM,54,70,,100,84,60,,,,,,,,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,Artist
Commerce,,,,69,,83,76,97,91,,,,,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,Scientist
Science_PCB,61,77,86,76,89,,,,,,,,,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,Chartered Accountant
Arts,,,,84,,,,,,76,78,71,71,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,Athlete
Science_PCM,62,54,,62,91,74,,,,,,,,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,Entrepreneur
Arts,,,,97,,,,,,88,97,80,81,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,Doctor
Science_PCB,57,63,89,65,60,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Entrepreneur
Arts,,,,80,,,,,,96,53,53,64,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,Scientist
Science_PCM,64,50,,70,96,65,,,,,,,,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,Entrepreneur
Science_PCM,53,88,,69,82,84,,,,,,,,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,Entrepreneur
Commerce,,,,57,,68,80,74,93,,,,,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,Politician
Commerce,,,,94,,73,98,71,80,,,,,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,Chartered Accountant
Science_PCM,52,71,,94,83,64,,,,,,,,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,Entrepreneur
Science_PCM,87,79,,85,76,86,,,,,,,,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,Politician
Science_PCB,96,82,100,86,65,,,,,,,,,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,Doctor
Science_PCB,72,82,98,66,87,,,,,,,,,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,Software Developer
Arts,,,,56,,,,,,81,62,52,52,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,Artist
Commerce,,,,71,,77,59,56,88,,,,,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,Politician
Science_PCB,80,62,93,98,77,,,,,,,,,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,Artist
Arts,,,,63,,,,,,59,57,73,74,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,Doctor
Science_PCB,99,61,72,78,80,,,,,,,,,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,Scientist
Science_PCB,84,64,51,66,61,,,,,,,,,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,Software Developer
Arts,,,,62,,,,,,50,79,81,72,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,Doctor
Arts,,,,88,,,,,,54,89,97,80,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,Chartered Accountant
Arts,,,,90,,,,,,84,75,83,87,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Artist
Science_PCM,52,74,,97,56,58,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,Athlete
Science_PCM,92,96,,65,68,96,,,,,,,,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,Chartered Accountant
Arts,,,,68,,,,,,91,90,54,82,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,Politician
Arts,,,,66,,,,,,58,72,79,77,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Athlete
Arts,,,,72,,,,,,52,95,76,60,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,Doctor
Arts,,,,56,,,,,,58,64,64,53,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,Politician
Commerce,,,,100,,55,73,95,99,,,,,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,Politician
Arts,,,,54,,,,,,69,74,79,100,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,Scientist
Arts,,,,64,,,,,,90,77,50,56,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,Teacher
Arts,,,,78,,,,,,89,86,69,89,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,Engineer
Commerce,,,,64,,90,98,79,61,,,,,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,Politician
Commerce,,,,56,,58,88,54,70,,,,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Scientist
Commerce,,,,56,,66,82,99,66,,,,,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,Teacher
Commerce,,,,100,,58,94,71,57,,,,,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,Scientist
Commerce,,,,66,,94,56,57,64,,,,,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,Artist
Science_PCB,82,92,88,96,79,,,,,,,,,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,Chartered Accountant
Science_PCM,79,52,,99,62,56,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,Chartered Accountant
Arts,,,,94,,,,,,68,71,84,74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,Entrepreneur
Commerce,,,,79,,62,94,65,83,,,,,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,Athlete
Science_PCM,85,86,,94,92,98,,,,,,,,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,Software Developer
Commerce,,,,88,,64,67,81,78,,,,,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,Politician
Commerce,,,,50,,57,64,96,82,,,,,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,Teacher
Science_PCB,85,50,96,59,69,,,,,,,,,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,Teacher
Arts,,,,63,,,,,,98,73,70,65,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,Entrepreneur
Science_PCB,77,69,68,56,64,,,,,,,,,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,Teacher
Commerce,,,,70,,80,59,72,90,,,,,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,Teacher
Science_PCB,93,60,79,92,67,,,,,,,,,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,Engineer
Science_PCM,94,55,,90,59,52,,,,,,,,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,Athlete
Science_PCM,84,95,,93,50,90,,,,,,,,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,Artist
Arts,,,,63,,,,,,89,50,86,82,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,Athlete
Science_PCM,64,55,,61,55,87,,,,,,,,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,Software Developer
Commerce,,,,96,,65,67,87,57,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,Politician
Arts,,,,85,,,,,,72,90,82,88,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,Doctor
Arts,,,,93,,,,,,90,76,93,94,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,Chartered Accountant
Science_PCM,92,54,,90,68,92,,,,,,,,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,Scientist
Commerce,,,,70,,69,95,73,67,,,,,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,Athlete
Arts,,,,58,,,,,,93,98,73,53,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,Software Developer
Science_PCB,80,50,100,94,63,,,,,,,,,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,Engineer
Arts,,,,99,,,,,,67,99,69,71,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,Artist
Science_PCB,98,70,58,85,80,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,Engineer
Commerce,,,,68,,67,95,92,69,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Software Developer
Arts,,,,59,,,,,,98,53,51,77,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,Entrepreneur
Science_PCB,99,72,81,74,60,,,,,,,,,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,Software Developer
Science_PCB,66,60,55,62,59,,,,,,,,,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,Teacher
Science_PCB,91,60,97,87,82,,,,,,,,,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,Athlete
Science_PCB,79,94,91,52,89,,,,,,,,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,Scientist
Arts,,,,96,,,,,,74,89,97,74,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,Chartered Accountant
Arts,,,,89,,,,,,58,93,51,51,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,Software Developer
Science_PCM,94,99,,98,65,88,,,,,,,,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,Scientist
Commerce,,,,94,,96,86,71,90,,,,,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Politician
Commerce,,,,88,,59,70,70,94,,,,,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,Engineer
Science_PCM,65,60,,65,65,73,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,Chartered Accountant
Arts,,,,89,,,,,,100,81,70,51,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Athlete
Commerce,,,,73,,62,95,85,71,,,,,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,Doctor
Science_PCM,73,70,,53,94,50,,,,,,,,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,Entrepreneur
Commerce,,,,74,,86,58,94,97,,,,,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,Politician
Commerce,,,,68,,51,55,66,100,,,,,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,Teacher
Science_PCM,91,92,,91,75,59,,,,,,,,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,Scientist
Commerce,,,,78,,78,83,79,69,,,,,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,Doctor
Arts,,,,89,,,,,,68,69,67,84,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,Entrepreneur
Science_PCB,60,91,73,92,98,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Software Developer
Science_PCB,93,59,64,84,70,,,,,,,,,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Chartered Accountant
Science_PCB,68,59,67,55,74,,,,,,,,,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,Athlete
Science_PCB,83,75,94,100,66,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,Artist
Commerce,,,,59,,69,90,91,80,,,,,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,Software Developer
Science_PCB,51,89,75,80,85,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,Chartered Accountant
Science_PCB,70,54,85,61,62,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,Doctor
Arts,,,,58,,,,,,61,100,100,78,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,Teacher
Science_PCM,55,69,,69,72,93,,,,,,,,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,Chartered Accountant
Science_PCB,72,98,69,81,89,,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,Doctor
Commerce,,,,66,,81,76,66,80,,,,,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,Teacher
Science_PCB,73,75,90,75,70,,,,,,,,,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,Athlete
Science_PCB,99,56,91,72,68,,,,,,,,,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,Artist
Science_PCB,78,75,81,99,59,,,,,,,,,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,Software Developer
Science_PCM,87,64,,88,95,82,,,,,,,,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,Doctor
Science_PCB,95,76,77,75,54,,,,,,,,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,Software Developer
Science_PCM,58,50,,77,64,51,,,,,,,,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,Entrepreneur
Science_PCB,73,53,70,50,55,,,,,,,,,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,Artist
Arts,,,,98,,,,,,97,55,97,68,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,Software Developer
Science_PCM,84,58,,74,65,86,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Chartered Accountant
Science_PCM,96,88,,99,95,90,,,,,,,,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,Scientist
Science_PCM,63,68,,55,98,59,,,,,,,,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,Engineer
Science_PCM,85,77,,54,85,100,,,,,,,,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,Chartered Accountant
Science_PCB,60,63,69,97,70,,,,,,,,,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,Athlete
Science_PCB,78,71,91,72,81,,,,,,,,,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,Entrepreneur
Arts,,,,98,,,,,,64,71,99,79,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,Politician
Science_PCB,77,62,50,52,62,,,,,,,,,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,Software Developer
Arts,,,,74,,,,,,85,83,60,92,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,Chartered Accountant
Commerce,,,,87,,81,62,59,56,,,,,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,Scientist
Commerce,,,,68,,92,98,77,82,,,,,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,Entrepreneur
Science_PCB,56,86,63,93,61,,,,,,,,,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,Doctor
Science_PCB,54,75,67,56,74,,,,,,,,,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,Software Developer
Commerce,,,,72,,95,54,97,53,,,,,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,Software Developer
Science_PCM,61,50,,51,58,53,,,,,,,,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,Politician
Arts,,,,59,,,,,,95,93,85,60,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,Engineer
Science_PCM,72,51,,85,90,61,,,,,,,,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,Software Developer
Arts,,,,59,,,,,,91,54,86,97,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Politician
Arts,,,,67,,,,,,87,55,96,95,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,Entrepreneur
Arts,,,,67,,,,,,80,97,93,73,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,Artist
Science_PCM,50,51,,59,50,82,,,,,,,,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,Teacher
Science_PCB,84,50,74,68,98,,,,,,,,,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,Entrepreneur
Arts,,,,64,,,,,,87,73,70,65,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,Athlete
Science_PCM,60,96,,56,67,62,,,,,,,,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,Chartered Accountant
Science_PCM,99,77,,56,89,93,,,,,,,,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,Software Developer
Commerce,,,,56,,80,75,65,96,,,,,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,Politician
Commerce,,,,89,,70,58,54,86,,,,,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,Athlete
Commerce,,,,67,,87,74,56,70,,,,,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,Entrepreneur
Commerce,,,,74,,72,52,89,94,,,,,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,Software Developer
Commerce,,,,95,,75,81,86,78,,,,,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,Athlete
Commerce,,,,83,,61,76,60,98,,,,,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,Politician
Arts,,,,70,,,,,,83,64,82,98,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,Doctor
Science_PCB,98,95,96,77,57,,,,,,,,,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,Artist
Science_PCB,66,64,76,76,97,,,,,,,,,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,Engineer
Science_PCB,64,57,77,55,66,,,,,,,,,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,Athlete
Science_PCM,80,53,,93,58,82,,,,,,,,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,Software Developer
Science_PCM,72,70,,53,86,95,,,,,,,,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,Engineer
Science_PCM,69,65,,73,74,72,,,,,,,,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,Engineer
Science_PCM,98,87,,81,92,79,,,,,,,,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,Artist
Commerce,,,,97,,60,68,90,79,,,,,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,Artist
Commerce,,,,66,,75,50,94,63,,,,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,Entrepreneur
Arts,,,,79,,,,,,64,87,96,63,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,Artist
Science_PCB,87,52,91,97,59,,,,,,,,,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,Athlete
Science_PCM,51,59,,74,70,62,,,,,,,,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,Doctor
Science_PCB,95,76,85,88,86,,,,,,,,,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,Engineer
Science_PCB,86,58,71,84,61,,,,,,,,,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,Athlete
Science_PCB,57,85,100,91,93,,,,,,,,,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,Scientist
Science_PCM,79,52,,67,75,64,,,,,,,,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,Software Developer
Arts,,,,76,,,,,,80,91,94,86,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Politician
Science_PCM,58,70,,100,59,83,,,,,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,Chartered Accountant
Science_PCB,96,78,64,92,52,,,,,,,,,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,Politician
Science_PCB,50,66,56,79,70,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,Politician
Commerce,,,,70,,83,75,95,73,,,,,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,Artist
Science_PCM,83,60,,76,91,66,,,,,,,,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,Entrepreneur
Commerce,,,,93,,52,93,65,69,,,,,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,Scientist
Science_PCB,78,64,97,100,87,,,,,,,,,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,Doctor
Science_PCB,54,56,63,91,70,,,,,,,,,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,Politician
Science_PCM,51,76,,100,86,72,,,,,,,,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,Chartered Accountant
Arts,,,,100,,,,,,81,94,53,68,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,Scientist
Science_PCB,77,80,75,69,88,,,,,,,,,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,Engineer
Science_PCM,80,56,,54,69,51,,,,,,,,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,Doctor
Science_PCB,67,50,100,79,52,,,,,,,,,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,Scientist
Science_PCB,63,63,63,71,99,,,,,,,,,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,Artist
Arts,,,,58,,,,,,96,92,53,75,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,Athlete
Commerce,,,,77,,80,51,90,99,,,,,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,Artist
Commerce,,,,66,,76,78,78,86,,,,,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Artist
Commerce,,,,65,,64,86,96,76,,,,,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,Chartered Accountant
Science_PCB,74,73,80,88,81,,,,,,,,,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,Athlete
Arts,,,,66,,,,,,51,57,55,69,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,Engineer
Science_PCB,78,90,71,66,78,,,,,,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,Doctor
Arts,,,,87,,,,,,71,61,72,92,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,Entrepreneur
Science_PCM,96,60,,63,57,77,,,,,,,,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,Software Developer
Science_PCB,78,100,74,76,93,,,,,,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,Software Developer
Arts,,,,52,,,,,,81,80,78,51,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,Scientist
Science_PCM,51,92,,92,88,98,,,,,,,,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,Software Developer
Commerce,,,,64,,94,98,99,85,,,,,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,Teacher
Science_PCM,78,78,,76,96,99,,,,,,,,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,Engineer
Commerce,,,,97,,73,87,96,91,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,Engineer
Commerce,,,,66,,94,78,98,58,,,,,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Scientist
Science_PCM,89,94,,52,83,61,,,,,,,,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,Doctor
Science_PCM,99,79,,61,84,93,,,,,,,,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,Entrepreneur
Commerce,,,,91,,92,100,82,57,,,,,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,Scientist
Science_PCB,73,65,80,74,67,,,,,,,,,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,Politician
Commerce,,,,60,,91,92,82,95,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Entrepreneur
Science_PCB,75,98,57,72,77,,,,,,,,,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,Engineer
Commerce,,,,54,,76,94,95,57,,,,,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,Athlete
Arts,,,,70,,,,,,86,93,51,99,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Doctor
Science_PCM,53,99,,50,85,74,,,,,,,,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,Software Developer
Arts,,,,77,,,,,,95,57,78,94,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,Scientist
Science_PCM,86,50,,71,83,85,,,,,,,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,Entrepreneur
Science_PCB,55,52,86,93,87,,,,,,,,,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,Entrepreneur
Science_PCB,93,99,97,85,76,,,,,,,,,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,Engineer
Science_PCM,90,65,,87,51,70,,,,,,,,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,Chartered Accountant
Commerce,,,,76,,66,75,67,77,,,,,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,Doctor
Science_PCM,77,88,,69,90,88,,,,,,,,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,Artist
